algorithm_id,lang,title,principle,function_desc,example,usage_py,extension
filt_gray,en,Grayscale filter,"## Algorithm name
Grayscale filter (`filt_gray`)

## Principle
Y = 0.299R+0.587G+0.114B (BT.601 style weights).

[Math & algorithm notes]
Linear filtering I' = I * h with discrete convolution; separable kernels reduce cost.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Remove color; single channel for downstream.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Black-and-white portrait style.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
g=cv2.cvtColor(img,cv2.COLOR_BGR2GRAY)",
filt_vintage,zh,怀旧滤镜,"## 算法名称
怀旧滤镜（内部标识 `filt_vintage`）

## 原理（教材级叙述）
色温矩阵或查表，使高光偏黄、暗部偏青。

## 离散实现与数学扩展
【线性移不变系统】
卷积 I'=I*h，h 为有限支撑核；可分离核 h=h_x⊗h_y 降低复杂度。高斯核等价频域低通；锐化常写作 I+α(I−G_σ*I)（反锐化）。

【非线性滤镜】
浮雕等属方向性高通+偏置；怀旧多为对角仿射或 LUT 色调映射。

## 与算法 id 关联的要点
线性滤波可写为卷积 I'(x)=∑_k I(x−k)·h(k)，离散实现即 filter2D。可分离核 h=h₁⊗h₂ 可降低复杂度。","## 算法功能
复古色调。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
老照片风格。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
# 常用 3x3 颜色矩阵乘每像素向量",
filt_vintage,en,Vintage filter,"## Algorithm name
Vintage filter (`filt_vintage`)

## Principle
Color matrix or LUT: warm highlights, cool shadows.

[Math & algorithm notes]
Linear filtering I' = I * h with discrete convolution; separable kernels reduce cost.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Retro tone.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Old-photo look.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
# Often multiply each pixel by a 3×3 color matrix",
filt_emboss,zh,浮雕滤镜,"## 算法名称
浮雕滤镜（内部标识 `filt_emboss`）

## 原理（教材级叙述）
方向性高通卷积 + 偏置产生阴影立体感。

## 离散实现与数学扩展
【线性移不变系统】
卷积 I'=I*h，h 为有限支撑核；可分离核 h=h_x⊗h_y 降低复杂度。高斯核等价频域低通；锐化常写作 I+α(I−G_σ*I)（反锐化）。

【非线性滤镜】
浮雕等属方向性高通+偏置；怀旧多为对角仿射或 LUT 色调映射。

## 与算法 id 关联的要点
线性滤波可写为卷积 I'(x)=∑_k I(x−k)·h(k)，离散实现即 filter2D。可分离核 h=h₁⊗h₂ 可降低复杂度。","## 算法功能
艺术效果。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
金属浮雕商标。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel=[[-2,-1,0],[-1,1,1],[0,1,2]]
out=cv2.filter2D(gray,-1,kernel)+128",
filt_emboss,en,Emboss filter,"## Algorithm name
Emboss filter (`filt_emboss`)

## Principle
Directional high-pass convolution + offset for embossed look.

[Math & algorithm notes]
Linear filtering I' = I * h with discrete convolution; separable kernels reduce cost.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Artistic effect.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Embossed metal logo.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
kernel=[[-2,-1,0],[-1,1,1],[0,1,2]]
out=cv2.filter2D(gray,-1,kernel)+128",
filt_blur,zh,模糊滤镜,"## 算法名称
模糊滤镜（内部标识 `filt_blur`）

## 原理（教材级叙述）
高斯低通平滑，σ 控制频带。

## 离散实现与数学扩展
【线性移不变系统】
卷积 I'=I*h，h 为有限支撑核；可分离核 h=h_x⊗h_y 降低复杂度。高斯核等价频域低通；锐化常写作 I+α(I−G_σ*I)（反锐化）。

【非线性滤镜】
浮雕等属方向性高通+偏置；怀旧多为对角仿射或 LUT 色调映射。

## 与算法 id 关联的要点
线性滤波可写为卷积 I'(x)=∑_k I(x−k)·h(k)，离散实现即 filter2D。可分离核 h=h₁⊗h₂ 可降低复杂度。","## 算法功能
降噪、景深模拟。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
人像皮肤柔化。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
out=cv2.GaussianBlur(img,(5,5),0)",
filt_blur,en,Blur filter,"## Algorithm name
Blur filter (`filt_blur`)

## Principle
Gaussian low-pass; σ controls bandwidth.

[Math & algorithm notes]
Linear filtering I' = I * h with discrete convolution; separable kernels reduce cost.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Denoise; fake depth of field.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Soften portrait skin.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
out=cv2.GaussianBlur(img,(5,5),0)",
filt_sharpen,zh,锐化滤镜,"## 算法名称
锐化滤镜（内部标识 `filt_sharpen`）

## 原理（教材级叙述）
原图 + k*(原图-模糊) 或拉普拉斯锐化核。

## 离散实现与数学扩展
【线性移不变系统】
卷积 I'=I*h，h 为有限支撑核；可分离核 h=h_x⊗h_y 降低复杂度。高斯核等价频域低通；锐化常写作 I+α(I−G_σ*I)（反锐化）。

【非线性滤镜】
浮雕等属方向性高通+偏置；怀旧多为对角仿射或 LUT 色调映射。

## 与算法 id 关联的要点
线性滤波可写为卷积 I'(x)=∑_k I(x−k)·h(k)，离散实现即 filter2D。可分离核 h=h₁⊗h₂ 可降低复杂度。","## 算法功能
增强边缘与纹理。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
模糊后补偿。","## 用法（OpenCV + Python）
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
k=np.array([[0,-1,0],[-1,5,-1],[0,-1,0]])
out=cv2.filter2D(img,-1,k)",
filt_sharpen,en,Sharpen filter,"## Algorithm name
Sharpen filter (`filt_sharpen`)

## Principle
Unsharp: image + k*(image − blur) or Laplacian sharpening kernel.

[Math & algorithm notes]
Linear filtering I' = I * h with discrete convolution; separable kernels reduce cost.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Boost edges and texture.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Compensate after blur.","## Usage (OpenCV + Python)
import cv2
import numpy as np
img = cv2.imread('input.png')
if img is None:
    raise SystemExit('请将 input.png 换为本地存在的图像路径')
k=np.array([[0,-1,0],[-1,5,-1],[0,-1,0]])
out=cv2.filter2D(img,-1,k)",
vid_original,zh,原始画面,"## 算法名称
原始画面（内部标识 `vid_original`）

## 原理（教材级叙述）
不做处理，直接显示采集到的 BGR 帧。

## 离散实现与数学扩展
【离散实现通论】
OpenCV 对大多数算子给出像素级离散实现；注意 dtype（uint8/float）、通道顺序（BGR）与 border 模式对结果边界的影响。

【调试建议】
对比输入/输出直方图与局部放大；对涉及梯度的算子优先用更高位深中间结果再压缩显示。

## 与算法 id 关联的要点
本算子对应 OpenCV 离散实现；一般形式可写为像素级映射 I'=F(I;θ)，θ 为参数向量。结合背面示例代码与官方文档理解数值稳定性与边界处理。","## 算法功能
与其它算法子窗口对照，观察各算子相对原画面的变化。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
摄像头预览、确认曝光与白平衡。","## 用法（OpenCV + Python）
import cv2
import numpy as np
# 原帧即 cap.read() 返回的 frame
out = frame.copy()",
vid_original,en,Original feed,"## Algorithm name
Original feed (`vid_original`)

## Principle
No processing; show the captured BGR frame as-is.

[Math & algorithm notes]
This operator is the OpenCV discrete realization; think of pixel-wise maps I'=F(I;θ) and read the API docs for stability.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Compare every operator to the raw feed.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Webcam preview; check exposure and white balance.","## Usage (OpenCV + Python)
import cv2
import numpy as np
# Raw frame from cap.read()
out = frame.copy()",
vid_gray,zh,视频转灰度,"## 算法名称
视频转灰度（内部标识 `vid_gray`）

## 原理（教材级叙述）
每帧 cvtColor BGR→GRAY。

## 离散实现与数学扩展
【离散实现通论】
OpenCV 对大多数算子给出像素级离散实现；注意 dtype（uint8/float）、通道顺序（BGR）与 border 模式对结果边界的影响。

【调试建议】
对比输入/输出直方图与局部放大；对涉及梯度的算子优先用更高位深中间结果再压缩显示。

## 与算法 id 关联的要点
本算子对应 OpenCV 离散实现；一般形式可写为像素级映射 I'=F(I;θ)，θ 为参数向量。结合背面示例代码与官方文档理解数值稳定性与边界处理。","## 算法功能
降低算力、某些检测只需亮度。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
监控画面灰度显示。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
g=cv2.cvtColor(frame,cv2.COLOR_BGR2GRAY)",
vid_gray,en,Grayscale video,"## Algorithm name
Grayscale video (`vid_gray`)

## Principle
Per-frame cvtColor BGR→GRAY.

[Math & algorithm notes]
This operator is the OpenCV discrete realization; think of pixel-wise maps I'=F(I;θ) and read the API docs for stability.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Save compute; some detectors need luminance only.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Grayscale surveillance display.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
g=cv2.cvtColor(frame,cv2.COLOR_BGR2GRAY)",
vid_haar,zh,Haar 分类器,"## 算法名称
Haar 分类器（内部标识 `vid_haar`）

## 原理（教材级叙述）
Viola-Jones：积分图加速 Haar 特征 + AdaBoost 级联。

## 离散实现与数学扩展
【离散实现通论】
OpenCV 对大多数算子给出像素级离散实现；注意 dtype（uint8/float）、通道顺序（BGR）与 border 模式对结果边界的影响。

【调试建议】
对比输入/输出直方图与局部放大；对涉及梯度的算子优先用更高位深中间结果再压缩显示。

## 与算法 id 关联的要点
Viola–Jones：矩形 Haar 特征在积分图上 O(1) 计算，AdaBoost 级联快速拒绝非脸窗口。","## 算法功能
实时人脸/眼检测。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
摄像头人脸框。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
cascade=cv2.CascadeClassifier(xml)
faces=cascade.detectMultiScale(gray,1.1,5)",
vid_haar,en,Haar cascade,"## Algorithm name
Haar cascade (`vid_haar`)

## Principle
Viola–Jones: integral image + Haar features + AdaBoost cascade.

[Math & algorithm notes]
Viola–Jones: integral image for fast rectangular Haar features; AdaBoost cascade rejects negatives early.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Real-time face/eye detection.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Draw face boxes on webcam.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
cascade=cv2.CascadeClassifier(xml)
faces=cascade.detectMultiScale(gray,1.1,5)",
vid_hog,zh,HOG+SVM,"## 算法名称
HOG+SVM（内部标识 `vid_hog`）

## 原理（教材级叙述）
梯度方向直方图描述子 + 线性 SVM。

## 离散实现与数学扩展
【离散实现通论】
OpenCV 对大多数算子给出像素级离散实现；注意 dtype（uint8/float）、通道顺序（BGR）与 border 模式对结果边界的影响。

【调试建议】
对比输入/输出直方图与局部放大；对涉及梯度的算子优先用更高位深中间结果再压缩显示。

## 与算法 id 关联的要点
HOG：将图像分胞元，统计梯度方向加权直方图，块归一化后拼接成长描述子，线性 SVM 决策 f(w)=w^T φ(x)+b。","## 算法功能
行人检测经典管线。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
街景行人框。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
hog=cv2.HOGDescriptor()
hog.setSVMDetector(cv2.HOGDescriptor_getDefaultPeopleDetector())",
vid_hog,en,HOG + SVM,"## Algorithm name
HOG + SVM (`vid_hog`)

## Principle
Histogram of oriented gradients + linear SVM.

[Math & algorithm notes]
HOG builds cell histograms of oriented gradients, block-normalizes, concatenates; linear SVM scores f=w^Tφ+b.

## Math & implementation notes
Discrete OpenCV operators act per-pixel or in local neighborhoods; mind BGR order, dtype (uint8 vs float), and border handling. For gradients, prefer intermediate CV_16S/CV_32F then convertScaleAbs for display.","## Function & pipeline notes
Classic pedestrian pipeline.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Pedestrian boxes in street scenes.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
hog=cv2.HOGDescriptor()
hog.setSVMDetector(cv2.HOGDescriptor_getDefaultPeopleDetector())",
vid_match_sqdiff,zh,平方差匹配,"## 算法名称
平方差匹配（内部标识 `vid_match_sqdiff`）

## 原理（教材级叙述）
TM_SQDIFF：模板与窗口差方和，越小越相似。

## 离散实现与数学扩展
【模板与相似度】
matchTemplate 在整幅图上滑动窗口，度量模板与窗口的相似度；SQDIFF 类越小越好，CCORR/CCOEFF 类越大越好，归一化形式减轻线性光照影响。

【峰值解释】
minMaxLoc 找极值位置；亚像素峰值可抛物线拟合（本演示未展开）。

## 与算法 id 关联的要点
模板匹配在位置 u 上计算 R(u)=Corr(T, I_{W}(u)) 或其差平方变体；归一化形式可减轻亮度线性漂移。OpenCV matchTemplate 在整幅图上滑动窗口。","## 算法功能
模板定位。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
在画面中找小图标位置。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_SQDIFF)",
vid_match_sqdiff,en,SQDIFF match,"## Algorithm name
SQDIFF match (`vid_match_sqdiff`)

## Principle
TM_SQDIFF: sum of squared template–window differences; smaller is better.

[Math & algorithm notes]
Template matching scores R(u) over shifts u; normalized variants reduce linear illumination bias.

## Math & implementation notes
Normalized cross-correlation variants reduce linear illumination bias; pick TM_* method consistent with your score interpretation.","## Function & pipeline notes
Template localization.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Find a small icon in a frame.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_SQDIFF)",
vid_match_sqdiff_n,zh,归一化平方差,"## 算法名称
归一化平方差（内部标识 `vid_match_sqdiff_n`）

## 原理（教材级叙述）
TM_SQDIFF_NORMED，光照变化更稳。

## 离散实现与数学扩展
【模板与相似度】
matchTemplate 在整幅图上滑动窗口，度量模板与窗口的相似度；SQDIFF 类越小越好，CCORR/CCOEFF 类越大越好，归一化形式减轻线性光照影响。

【峰值解释】
minMaxLoc 找极值位置；亚像素峰值可抛物线拟合（本演示未展开）。

## 与算法 id 关联的要点
模板匹配在位置 u 上计算 R(u)=Corr(T, I_{W}(u)) 或其差平方变体；归一化形式可减轻亮度线性漂移。OpenCV matchTemplate 在整幅图上滑动窗口。","## 算法功能
相似度归一化比较。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
不同亮度下的模板匹配。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_SQDIFF_NORMED)",
vid_match_sqdiff_n,en,SQDIFF_N match,"## Algorithm name
SQDIFF_N match (`vid_match_sqdiff_n`)

## Principle
TM_SQDIFF_NORMED; more stable under lighting changes.

[Math & algorithm notes]
Template matching scores R(u) over shifts u; normalized variants reduce linear illumination bias.

## Math & implementation notes
Normalized cross-correlation variants reduce linear illumination bias; pick TM_* method consistent with your score interpretation.","## Function & pipeline notes
Normalized similarity.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Template match under different brightness.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_SQDIFF_NORMED)",
vid_match_ccorr,zh,相关匹配,"## 算法名称
相关匹配（内部标识 `vid_match_ccorr`）

## 原理（教材级叙述）
TM_CCORR：互相关，越大越相似（受亮度影响）。

## 离散实现与数学扩展
【模板与相似度】
matchTemplate 在整幅图上滑动窗口，度量模板与窗口的相似度；SQDIFF 类越小越好，CCORR/CCOEFF 类越大越好，归一化形式减轻线性光照影响。

【峰值解释】
minMaxLoc 找极值位置；亚像素峰值可抛物线拟合（本演示未展开）。

## 与算法 id 关联的要点
模板匹配在位置 u 上计算 R(u)=Corr(T, I_{W}(u)) 或其差平方变体；归一化形式可减轻亮度线性漂移。OpenCV matchTemplate 在整幅图上滑动窗口。","## 算法功能
简单纹理对齐。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
子图在大图中滑动搜索。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCORR)",
vid_match_ccorr,en,CCORR match,"## Algorithm name
CCORR match (`vid_match_ccorr`)

## Principle
TM_CCORR: cross-correlation; larger is more similar (brightness sensitive).

[Math & algorithm notes]
Template matching scores R(u) over shifts u; normalized variants reduce linear illumination bias.

## Math & implementation notes
Normalized cross-correlation variants reduce linear illumination bias; pick TM_* method consistent with your score interpretation.","## Function & pipeline notes
Simple texture alignment.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Slide a subimage over a larger image.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCORR)",
vid_match_ccorr_n,zh,归一化相关,"## 算法名称
归一化相关（内部标识 `vid_match_ccorr_n`）

## 原理（教材级叙述）
TM_CCORR_NORMED。

## 离散实现与数学扩展
【模板与相似度】
matchTemplate 在整幅图上滑动窗口，度量模板与窗口的相似度；SQDIFF 类越小越好，CCORR/CCOEFF 类越大越好，归一化形式减轻线性光照影响。

【峰值解释】
minMaxLoc 找极值位置；亚像素峰值可抛物线拟合（本演示未展开）。

## 与算法 id 关联的要点
模板匹配在位置 u 上计算 R(u)=Corr(T, I_{W}(u)) 或其差平方变体；归一化形式可减轻亮度线性漂移。OpenCV matchTemplate 在整幅图上滑动窗口。","## 算法功能
减轻亮度影响的相关匹配。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
商标检测。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCORR_NORMED)",
vid_match_ccorr_n,en,CCORR_N match,"## Algorithm name
CCORR_N match (`vid_match_ccorr_n`)

## Principle
TM_CCORR_NORMED.

[Math & algorithm notes]
Template matching scores R(u) over shifts u; normalized variants reduce linear illumination bias.

## Math & implementation notes
Normalized cross-correlation variants reduce linear illumination bias; pick TM_* method consistent with your score interpretation.","## Function & pipeline notes
Correlation with less brightness bias.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Logo detection.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCORR_NORMED)",
vid_match_coeff,zh,相关系数,"## 算法名称
相关系数（内部标识 `vid_match_coeff`）

## 原理（教材级叙述）
TM_CCOEFF：去均值相关。

## 离散实现与数学扩展
【模板与相似度】
matchTemplate 在整幅图上滑动窗口，度量模板与窗口的相似度；SQDIFF 类越小越好，CCORR/CCOEFF 类越大越好，归一化形式减轻线性光照影响。

【峰值解释】
minMaxLoc 找极值位置；亚像素峰值可抛物线拟合（本演示未展开）。

## 与算法 id 关联的要点
模板匹配在位置 u 上计算 R(u)=Corr(T, I_{W}(u)) 或其差平方变体；归一化形式可减轻亮度线性漂移。OpenCV matchTemplate 在整幅图上滑动窗口。","## 算法功能
对线性光照变化更鲁棒。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
工业定位。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCOEFF)",
vid_match_coeff,en,CCOEFF match,"## Algorithm name
CCOEFF match (`vid_match_coeff`)

## Principle
TM_CCOEFF: correlation with means removed.

[Math & algorithm notes]
Template matching scores R(u) over shifts u; normalized variants reduce linear illumination bias.

## Math & implementation notes
Normalized cross-correlation variants reduce linear illumination bias; pick TM_* method consistent with your score interpretation.","## Function & pipeline notes
More robust to linear lighting shifts.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
Industrial alignment.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCOEFF)",
vid_match_coeff_n,zh,归一化相关系数,"## 算法名称
归一化相关系数（内部标识 `vid_match_coeff_n`）

## 原理（教材级叙述）
TM_CCOEFF_NORMED，最常用之一。

## 离散实现与数学扩展
【模板与相似度】
matchTemplate 在整幅图上滑动窗口，度量模板与窗口的相似度；SQDIFF 类越小越好，CCORR/CCOEFF 类越大越好，归一化形式减轻线性光照影响。

【峰值解释】
minMaxLoc 找极值位置；亚像素峰值可抛物线拟合（本演示未展开）。

## 与算法 id 关联的要点
模板匹配在位置 u 上计算 R(u)=Corr(T, I_{W}(u)) 或其差平方变体；归一化形式可减轻亮度线性漂移。OpenCV matchTemplate 在整幅图上滑动窗口。","## 算法功能
模板匹配首选之一。

## 工程串联
可在流水线中与阈值、形态学、ROI、色彩空间转换等模块组合；注意分辨率、帧率与内存占用之间的折中。","## 举例（场景化）
UI 自动化找按钮。","## 用法（OpenCV + Python）
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCOEFF_NORMED)",
vid_match_coeff_n,en,CCOEFF_N match,"## Algorithm name
CCOEFF_N match (`vid_match_coeff_n`)

## Principle
TM_CCOEFF_NORMED; very common choice.

[Math & algorithm notes]
Template matching scores R(u) over shifts u; normalized variants reduce linear illumination bias.

## Math & implementation notes
Normalized cross-correlation variants reduce linear illumination bias; pick TM_* method consistent with your score interpretation.","## Function & pipeline notes
Default template matching in many apps.
(Interpret operator behavior via its mathematical structure.)

Combine with thresholding, morphology, or ROI masks as needed.","## Example scenarios
UI automation: find a button.","## Usage (OpenCV + Python)
import cv2
import numpy as np
cap = cv2.VideoCapture(0)  # 或改为 'clip.mp4'
ok, frame = cap.read()
if not ok:
    raise SystemExit('无法读取视频帧')
res=cv2.matchTemplate(img,tpl,cv2.TM_CCOEFF_NORMED)",
